Resume_ID,Name,Skills,Experience_Years,Education,Certifications,Job_Role,Salary_Expectation,Projects_Count,Recruiter_Decision
722,Candidate_722,"Cloud Computing, Data Analysis, Deep Learning",5,M.Sc,TensorFlow Certificate,Cloud Engineer,69062,3,1
723,Candidate_723,"Deep Learning, Java, Machine Learning, Data Analysis",3,MBA,None,ML Engineer,73753,1,0
724,Candidate_724,"Data Analysis, Deep Learning, Java",6,M.Tech,TensorFlow Certificate,ML Engineer,40225,7,1
725,Candidate_725,"C++, Power BI, Deep Learning, Java",4,MBA,TensorFlow Certificate,ML Engineer,53196,0,1
726,Candidate_726,"Machine Learning, Java, Cloud Computing, C++, Power BI",5,M.Sc,TensorFlow Certificate,Cloud Engineer,78320,4,1
727,Candidate_727,"AWS, SQL, Data Analysis, Java, Deep Learning",6,M.Sc,AWS Certified,ML Engineer,45577,6,1
728,Candidate_728,"Power BI, Python, SQL",10,M.Sc,Microsoft Azure,Software Engineer,85409,9,1
729,Candidate_729,"Java, SQL, Python",1,B.Tech,AWS Certified,Data Scientist,54089,0,1
730,Candidate_730,"SQL, Machine Learning, Data Analysis, AWS, C++",7,MBA,Microsoft Azure,Cloud Engineer,80138,14,1
731,Candidate_731,"Cloud Computing, Power BI, SQL",7,MBA,Microsoft Azure,Data Scientist,84061,8,1
732,Candidate_732,"Python, Power BI, Deep Learning, AWS, Machine Learning",3,B.Sc,AWS Certified,Data Analyst,61890,0,1
733,Candidate_733,"Power BI, Python, AWS, SQL",4,B.Sc,Google Data Analytics,ML Engineer,56984,4,1
734,Candidate_734,"Java, AWS, C++, Power BI",9,B.Sc,AWS Certified,Cloud Engineer,66059,13,1
735,Candidate_735,"Data Analysis, Cloud Computing, AWS",1,MBA,Microsoft Azure,Cloud Engineer,47087,1,0
736,Candidate_736,"Java, AWS, Machine Learning",5,M.Tech,None,ML Engineer,35704,14,1
737,Candidate_737,"AWS, C++",0,B.Tech,None,Data Analyst,117128,8,0
738,Candidate_738,"Cloud Computing, Java",8,B.Tech,AWS Certified,ML Engineer,115150,4,1
739,Candidate_739,"Power BI, Java, Python",8,B.Sc,TensorFlow Certificate,ML Engineer,55923,10,1
740,Candidate_740,"SQL, Deep Learning, Cloud Computing",1,M.Tech,Microsoft Azure,Data Analyst,59165,12,1
741,Candidate_741,"Power BI, AWS",3,B.Tech,TensorFlow Certificate,Data Analyst,34114,5,1
742,Candidate_742,"Power BI, AWS, Python, C++, Data Analysis",5,M.Tech,TensorFlow Certificate,ML Engineer,103297,1,1
743,Candidate_743,"Deep Learning, Python, C++, Data Analysis, Cloud Computing",8,B.Tech,None,Software Engineer,55426,6,1
744,Candidate_744,"AWS, Machine Learning, Java",10,M.Tech,None,Cloud Engineer,31367,0,0
745,Candidate_745,"AWS, C++, Machine Learning, Data Analysis",5,B.Tech,None,Software Engineer,81924,6,1
746,Candidate_746,"AWS, Deep Learning",0,M.Sc,TensorFlow Certificate,Software Engineer,39108,11,1
747,Candidate_747,"Deep Learning, C++, Cloud Computing, Java, Power BI",2,B.Sc,AWS Certified,Data Scientist,61324,11,1
748,Candidate_748,"Java, SQL",8,B.Tech,AWS Certified,Data Scientist,38927,0,1
749,Candidate_749,"SQL, Machine Learning, Python, C++, Java",0,B.Sc,AWS Certified,Data Scientist,52443,2,1
750,Candidate_750,"C++, Machine Learning",5,B.Tech,Google Data Analytics,Data Analyst,106743,9,1
751,Candidate_751,"Java, Deep Learning, Python, AWS, Power BI",9,MBA,None,ML Engineer,107576,1,1
752,Candidate_752,"AWS, Cloud Computing, C++, SQL, Python",2,MBA,TensorFlow Certificate,Data Analyst,36471,4,1
753,Candidate_753,"Power BI, Deep Learning, AWS, Python, SQL",1,MBA,AWS Certified,Data Scientist,61348,5,1
754,Candidate_754,"Deep Learning, Cloud Computing, AWS, C++, Python",9,B.Tech,AWS Certified,Data Scientist,62779,8,1
755,Candidate_755,"Machine Learning, C++, Cloud Computing, Data Analysis",4,B.Tech,None,Data Scientist,83551,1,0
756,Candidate_756,"SQL, Deep Learning",4,B.Sc,None,Software Engineer,41563,14,1
757,Candidate_757,"Deep Learning, Data Analysis, Java, Python",3,M.Tech,Google Data Analytics,Data Scientist,103770,14,1
758,Candidate_758,"Python, Power BI, Machine Learning, Deep Learning, Data Analysis",6,B.Sc,AWS Certified,Data Scientist,111709,5,1
759,Candidate_759,"Machine Learning, Power BI, SQL",1,B.Tech,None,Cloud Engineer,108714,11,0
760,Candidate_760,"AWS, Python",10,M.Tech,AWS Certified,Data Analyst,54596,12,1
761,Candidate_761,"Java, C++, Python, AWS, Cloud Computing",6,M.Sc,Google Data Analytics,Software Engineer,99967,10,1
762,Candidate_762,"Python, AWS, Deep Learning, SQL",4,M.Sc,None,Cloud Engineer,69310,11,1
763,Candidate_763,"Python, AWS, Data Analysis, Deep Learning, Java",8,M.Tech,Google Data Analytics,Cloud Engineer,38906,3,1
764,Candidate_764,"Deep Learning, SQL, Data Analysis, Python, Power BI",2,MBA,AWS Certified,ML Engineer,75379,14,1
765,Candidate_765,"Cloud Computing, Power BI, Python",4,M.Tech,Microsoft Azure,Software Engineer,67650,12,1
766,Candidate_766,"Data Analysis, Machine Learning",1,M.Sc,Google Data Analytics,Software Engineer,36012,13,1
767,Candidate_767,"C++, Power BI, SQL, Java",3,M.Sc,TensorFlow Certificate,Cloud Engineer,66378,4,1
768,Candidate_768,"Deep Learning, AWS, Python, Data Analysis, SQL",2,B.Sc,AWS Certified,Cloud Engineer,84691,7,1
769,Candidate_769,"Data Analysis, Machine Learning, AWS, Power BI, Python",1,B.Tech,AWS Certified,Cloud Engineer,74976,1,1
770,Candidate_770,"Power BI, AWS, Java",3,MBA,TensorFlow Certificate,Cloud Engineer,116365,9,1
771,Candidate_771,"Java, Cloud Computing, Data Analysis, Power BI, AWS",10,M.Tech,Google Data Analytics,Data Analyst,74139,6,1
772,Candidate_772,"AWS, Deep Learning, Cloud Computing",9,M.Sc,Microsoft Azure,Data Scientist,102588,6,1
773,Candidate_773,"Python, Machine Learning, Power BI, Java, Deep Learning",6,M.Sc,AWS Certified,Software Engineer,48743,14,1
774,Candidate_774,"Python, Java, Deep Learning, AWS",0,MBA,TensorFlow Certificate,Data Scientist,104172,9,1
775,Candidate_775,"Power BI, SQL, Java, Data Analysis, Cloud Computing",9,M.Sc,Microsoft Azure,Data Analyst,54611,7,1
776,Candidate_776,"AWS, Data Analysis",3,M.Tech,TensorFlow Certificate,Data Scientist,42149,3,1
777,Candidate_777,"C++, Data Analysis, AWS",6,B.Sc,Microsoft Azure,Software Engineer,51675,5,1
778,Candidate_778,"Deep Learning, Python",7,MBA,Microsoft Azure,Data Analyst,43673,12,1
779,Candidate_779,"SQL, Data Analysis",10,M.Tech,Google Data Analytics,Data Scientist,110758,12,1
780,Candidate_780,"AWS, C++",5,MBA,AWS Certified,Data Analyst,64068,5,1
781,Candidate_781,"Power BI, Java, Cloud Computing",5,B.Sc,Google Data Analytics,Cloud Engineer,82249,11,1
782,Candidate_782,"Java, AWS, Python",8,B.Sc,AWS Certified,Software Engineer,111929,14,1
783,Candidate_783,"Data Analysis, Python, Power BI",7,B.Tech,Google Data Analytics,Cloud Engineer,105388,9,1
784,Candidate_784,"Python, C++",9,M.Tech,AWS Certified,Software Engineer,101831,7,1
785,Candidate_785,"Power BI, AWS",0,MBA,Google Data Analytics,ML Engineer,64084,9,1
786,Candidate_786,"Power BI, C++",3,M.Sc,Microsoft Azure,Data Analyst,85826,1,1
787,Candidate_787,"Cloud Computing, Power BI, Deep Learning, SQL, Python",3,B.Tech,AWS Certified,Cloud Engineer,61910,11,1
788,Candidate_788,"C++, Power BI, Java, Data Analysis",9,MBA,Google Data Analytics,Data Scientist,95681,8,1
789,Candidate_789,"SQL, Python, Machine Learning, Cloud Computing, Deep Learning",2,M.Sc,Google Data Analytics,ML Engineer,95481,3,1
790,Candidate_790,"SQL, AWS, Python, Cloud Computing",0,B.Tech,AWS Certified,Software Engineer,94174,6,1
791,Candidate_791,"Machine Learning, AWS",0,B.Tech,AWS Certified,Cloud Engineer,47633,2,0
792,Candidate_792,"SQL, Python",0,B.Tech,TensorFlow Certificate,Software Engineer,110532,6,1
793,Candidate_793,"Java, AWS, Cloud Computing, C++, Deep Learning",0,B.Sc,Google Data Analytics,Cloud Engineer,107231,5,1
794,Candidate_794,"Cloud Computing, SQL, Data Analysis, Java",4,M.Sc,Microsoft Azure,Data Scientist,63755,14,1
795,Candidate_795,"Deep Learning, Power BI",6,B.Tech,Google Data Analytics,Data Analyst,87993,10,1
796,Candidate_796,"C++, Data Analysis, Power BI",8,B.Tech,Microsoft Azure,Cloud Engineer,87784,13,1
797,Candidate_797,"Machine Learning, Java",8,B.Tech,Microsoft Azure,Data Analyst,47727,1,1
798,Candidate_798,"Cloud Computing, Machine Learning",2,M.Sc,Microsoft Azure,Cloud Engineer,95108,6,1
799,Candidate_799,"Deep Learning, Java, Machine Learning, AWS, Python",1,M.Tech,TensorFlow Certificate,ML Engineer,62117,2,1
800,Candidate_800,"Power BI, Machine Learning",6,B.Sc,TensorFlow Certificate,Cloud Engineer,85754,8,1
801,Candidate_801,"Java, Machine Learning, Data Analysis",6,B.Sc,AWS Certified,Data Analyst,59371,7,1
802,Candidate_802,"AWS, Power BI, Python, Java",2,MBA,None,Cloud Engineer,47625,3,0
803,Candidate_803,"SQL, Cloud Computing, Deep Learning, Power BI",5,B.Tech,AWS Certified,Data Analyst,61007,9,1
804,Candidate_804,"Cloud Computing, SQL, C++, Deep Learning",6,B.Sc,TensorFlow Certificate,ML Engineer,84253,12,1
805,Candidate_805,"Cloud Computing, Machine Learning, Data Analysis, SQL",3,M.Tech,Google Data Analytics,Cloud Engineer,103379,7,1
806,Candidate_806,"Python, C++, AWS, Java, Machine Learning",2,M.Sc,Google Data Analytics,Cloud Engineer,61367,8,1
807,Candidate_807,"SQL, Cloud Computing, Java, Data Analysis",0,MBA,Google Data Analytics,Data Scientist,98008,10,1
808,Candidate_808,"SQL, AWS, Power BI, C++, Data Analysis",6,MBA,None,Data Analyst,102240,3,0
809,Candidate_809,"C++, Data Analysis",1,M.Sc,Microsoft Azure,Data Analyst,40756,11,1
810,Candidate_810,"Python, Data Analysis",10,B.Sc,Microsoft Azure,Software Engineer,86549,4,1
811,Candidate_811,"Power BI, Python, C++",7,MBA,None,Data Scientist,103794,1,1
812,Candidate_812,"Python, C++, Deep Learning, Power BI",5,MBA,Microsoft Azure,Data Scientist,75113,11,1
813,Candidate_813,"Python, Java",2,M.Tech,Microsoft Azure,Software Engineer,35249,5,1
814,Candidate_814,"Python, Java, Deep Learning, Cloud Computing, C++",6,B.Tech,AWS Certified,Cloud Engineer,49201,11,1
815,Candidate_815,"Python, Power BI, AWS, Deep Learning",5,M.Tech,AWS Certified,Software Engineer,39686,0,1
816,Candidate_816,"Cloud Computing, Machine Learning",3,M.Tech,TensorFlow Certificate,ML Engineer,30661,7,1
817,Candidate_817,"AWS, Machine Learning",9,M.Sc,Google Data Analytics,Cloud Engineer,72828,3,1
818,Candidate_818,"Data Analysis, AWS, C++",8,B.Tech,TensorFlow Certificate,ML Engineer,30207,6,1
819,Candidate_819,"Java, Cloud Computing",9,B.Sc,None,Data Analyst,118733,13,1
820,Candidate_820,"Java, SQL, Python, AWS, C++",8,M.Sc,AWS Certified,ML Engineer,98619,6,1
821,Candidate_821,"Power BI, Cloud Computing, Java, AWS",0,M.Sc,TensorFlow Certificate,Data Analyst,50103,11,1
822,Candidate_822,"Deep Learning, Machine Learning, C++, SQL, AWS",3,B.Sc,None,Data Scientist,111437,2,0
823,Candidate_823,"Power BI, Data Analysis, Java",6,B.Tech,TensorFlow Certificate,Software Engineer,85922,11,1
824,Candidate_824,"Machine Learning, AWS",7,B.Tech,TensorFlow Certificate,ML Engineer,92711,5,1
825,Candidate_825,"Cloud Computing, Deep Learning, Java, Data Analysis",0,MBA,Microsoft Azure,Data Scientist,112205,8,1
826,Candidate_826,"C++, Deep Learning",4,MBA,Google Data Analytics,Data Analyst,115957,3,1
827,Candidate_827,"Data Analysis, AWS, Python",5,B.Sc,AWS Certified,ML Engineer,34895,1,1
828,Candidate_828,"Cloud Computing, C++, Power BI",0,B.Tech,Google Data Analytics,Data Scientist,106559,4,0
829,Candidate_829,"Java, C++, Machine Learning, Data Analysis",5,M.Tech,None,Cloud Engineer,49169,3,0
830,Candidate_830,"Machine Learning, Deep Learning, SQL",3,M.Tech,AWS Certified,Software Engineer,35782,0,1
831,Candidate_831,"Java, C++, Power BI",1,M.Sc,Microsoft Azure,Data Scientist,114328,12,1
832,Candidate_832,"Cloud Computing, Data Analysis, Machine Learning",4,B.Sc,Microsoft Azure,Software Engineer,60682,1,1
833,Candidate_833,"Java, Deep Learning",8,B.Sc,TensorFlow Certificate,ML Engineer,114416,8,1
834,Candidate_834,"Data Analysis, Cloud Computing, Python, Java, SQL",10,B.Tech,AWS Certified,Software Engineer,68067,2,1
835,Candidate_835,"Power BI, C++",6,B.Sc,Microsoft Azure,Software Engineer,66035,9,1
836,Candidate_836,"Java, Deep Learning, Data Analysis, Python",1,B.Tech,None,ML Engineer,113362,6,1
837,Candidate_837,"C++, Python, Java, Power BI",5,MBA,Google Data Analytics,ML Engineer,40382,10,1
838,Candidate_838,"SQL, Python",5,M.Tech,None,Data Analyst,94612,11,1
839,Candidate_839,"Python, AWS",3,M.Sc,AWS Certified,Software Engineer,42329,9,1
840,Candidate_840,"Data Analysis, Deep Learning, Java, Power BI, Python",5,M.Tech,Microsoft Azure,Data Scientist,117468,1,1
841,Candidate_841,"Cloud Computing, Machine Learning, SQL, Java",2,B.Sc,TensorFlow Certificate,Data Analyst,90631,13,1
842,Candidate_842,"SQL, Data Analysis, C++, Deep Learning, Java",9,M.Sc,AWS Certified,Data Analyst,103165,13,1
843,Candidate_843,"Cloud Computing, Java, AWS, Python, Power BI",5,M.Sc,Microsoft Azure,Cloud Engineer,61750,2,1
844,Candidate_844,"C++, Data Analysis, Power BI, Machine Learning, Python",3,MBA,Microsoft Azure,Cloud Engineer,103800,13,1
845,Candidate_845,"Data Analysis, Power BI, Machine Learning, Cloud Computing, SQL",4,B.Tech,Google Data Analytics,Cloud Engineer,36721,2,1
846,Candidate_846,"Machine Learning, Java, C++, Python, Power BI",10,B.Tech,None,Data Analyst,82130,1,1
847,Candidate_847,"Power BI, Machine Learning, AWS, Python, Java",1,B.Sc,Google Data Analytics,Cloud Engineer,85249,13,1
848,Candidate_848,"SQL, Java, AWS",9,M.Sc,None,Cloud Engineer,104520,8,1
849,Candidate_849,"C++, AWS, Python, Data Analysis",5,MBA,AWS Certified,Data Analyst,103822,0,1
850,Candidate_850,"Cloud Computing, AWS",0,M.Sc,TensorFlow Certificate,Data Analyst,61055,13,1
851,Candidate_851,"C++, SQL",5,B.Tech,TensorFlow Certificate,Cloud Engineer,44716,13,1
852,Candidate_852,"SQL, Cloud Computing",3,B.Sc,None,ML Engineer,65298,2,0
853,Candidate_853,"C++, Deep Learning",8,M.Sc,None,Software Engineer,80200,5,1
854,Candidate_854,"Cloud Computing, Python",4,B.Tech,Google Data Analytics,ML Engineer,47347,1,1
855,Candidate_855,"Python, SQL",8,B.Sc,TensorFlow Certificate,Software Engineer,76659,14,1
856,Candidate_856,"Python, Cloud Computing, Machine Learning, AWS, Java",3,MBA,Microsoft Azure,Software Engineer,82188,1,1
857,Candidate_857,"Power BI, AWS, Deep Learning, Machine Learning, SQL",5,M.Sc,Microsoft Azure,Data Analyst,107866,12,1
858,Candidate_858,"AWS, Machine Learning",1,MBA,None,Cloud Engineer,102146,11,0
859,Candidate_859,"Machine Learning, SQL, Deep Learning, Power BI",2,B.Tech,Microsoft Azure,Data Analyst,72913,4,0
860,Candidate_860,"Power BI, Deep Learning, Python",9,M.Sc,AWS Certified,Data Analyst,85677,8,1
861,Candidate_861,"Cloud Computing, Data Analysis, C++, Power BI, Machine Learning",10,MBA,Microsoft Azure,Software Engineer,76332,1,1
862,Candidate_862,"Machine Learning, Deep Learning, C++",7,M.Sc,Google Data Analytics,Data Analyst,55032,14,1
863,Candidate_863,"Data Analysis, Cloud Computing, Python, C++, Deep Learning",6,B.Sc,Google Data Analytics,Data Analyst,74936,2,1
864,Candidate_864,"Power BI, Data Analysis",2,B.Sc,None,Data Analyst,100984,4,0
865,Candidate_865,"Power BI, AWS, Python, SQL, Cloud Computing",2,MBA,Microsoft Azure,Data Analyst,53291,6,1
866,Candidate_866,"C++, Data Analysis",0,M.Sc,Microsoft Azure,Data Analyst,76851,3,0
867,Candidate_867,"Python, Data Analysis, Cloud Computing",6,B.Sc,None,ML Engineer,53312,7,1
868,Candidate_868,"Power BI, Data Analysis",4,B.Tech,Google Data Analytics,ML Engineer,64171,6,1
869,Candidate_869,"Cloud Computing, Java, Power BI",3,MBA,TensorFlow Certificate,Cloud Engineer,42411,12,1
870,Candidate_870,"Power BI, Deep Learning, Java, SQL",5,M.Sc,AWS Certified,Data Scientist,87009,6,1
871,Candidate_871,"SQL, Java, Python",4,M.Tech,None,Data Scientist,87022,3,1
872,Candidate_872,"AWS, Java, Deep Learning",2,M.Sc,AWS Certified,ML Engineer,56715,6,1
873,Candidate_873,"Data Analysis, Python, Java, Cloud Computing, Power BI",5,B.Tech,Microsoft Azure,ML Engineer,61174,13,1
874,Candidate_874,"Python, SQL, Data Analysis, AWS, Cloud Computing",4,M.Tech,None,Cloud Engineer,106373,12,1
875,Candidate_875,"SQL, Data Analysis, Java, AWS, Machine Learning",4,MBA,TensorFlow Certificate,Software Engineer,92646,13,1
876,Candidate_876,"SQL, Data Analysis, AWS, C++, Java",1,M.Tech,Microsoft Azure,Data Analyst,119818,13,1
877,Candidate_877,"Java, Deep Learning, Data Analysis, Machine Learning, C++",4,M.Tech,Google Data Analytics,Cloud Engineer,103294,5,1
878,Candidate_878,"C++, Power BI, Cloud Computing",4,B.Sc,AWS Certified,ML Engineer,54022,9,1
879,Candidate_879,"AWS, Power BI",9,B.Tech,Google Data Analytics,Data Analyst,35542,7,1
880,Candidate_880,"AWS, Deep Learning",4,M.Sc,Microsoft Azure,Data Scientist,90428,0,1
881,Candidate_881,"Data Analysis, Java, Cloud Computing, Machine Learning, Power BI",4,M.Sc,Google Data Analytics,Cloud Engineer,86532,9,1
882,Candidate_882,"C++, Machine Learning, Java, Power BI",4,M.Tech,Microsoft Azure,Software Engineer,77076,1,1
883,Candidate_883,"Python, Java, SQL, Power BI",3,M.Tech,Microsoft Azure,ML Engineer,83744,0,1
884,Candidate_884,"Cloud Computing, Python, Java, Power BI, SQL",10,B.Sc,Microsoft Azure,Data Analyst,52420,14,1
885,Candidate_885,"C++, SQL, Machine Learning",3,M.Sc,Google Data Analytics,ML Engineer,59300,6,1
886,Candidate_886,"Data Analysis, AWS, Deep Learning, C++, Java",9,M.Sc,Google Data Analytics,Software Engineer,55121,13,1
887,Candidate_887,"AWS, Data Analysis",3,M.Sc,None,Software Engineer,63361,11,1
888,Candidate_888,"Power BI, Python, Data Analysis, Machine Learning, C++",7,M.Sc,Microsoft Azure,Data Scientist,44056,2,1
889,Candidate_889,"Cloud Computing, Deep Learning, Java, AWS",3,B.Tech,AWS Certified,Software Engineer,49877,12,1
890,Candidate_890,"Python, Cloud Computing, AWS, C++",9,M.Sc,Microsoft Azure,Cloud Engineer,94041,4,1
891,Candidate_891,"SQL, Python, AWS",0,B.Tech,Microsoft Azure,ML Engineer,60911,8,1
892,Candidate_892,"Java, Cloud Computing, Power BI",0,B.Sc,Microsoft Azure,ML Engineer,63160,7,1
893,Candidate_893,"Data Analysis, Power BI, Cloud Computing",8,B.Sc,TensorFlow Certificate,Software Engineer,94641,0,1
894,Candidate_894,"Deep Learning, AWS",0,MBA,None,Cloud Engineer,50281,9,0
895,Candidate_895,"C++, Data Analysis, Java",7,M.Tech,None,Software Engineer,58602,4,0
896,Candidate_896,"Java, Machine Learning, Data Analysis, C++, SQL",5,B.Tech,AWS Certified,Cloud Engineer,53472,7,1
897,Candidate_897,"Data Analysis, Python, Machine Learning, C++",0,MBA,AWS Certified,Cloud Engineer,55431,11,1
898,Candidate_898,"C++, AWS, Deep Learning",2,MBA,None,Data Scientist,60111,4,0
899,Candidate_899,"Machine Learning, SQL, Java, Cloud Computing, Data Analysis",0,B.Sc,Google Data Analytics,ML Engineer,71991,6,1
900,Candidate_900,"SQL, Python",7,MBA,TensorFlow Certificate,Data Analyst,93530,8,1
901,Candidate_901,"Power BI, SQL",0,B.Sc,TensorFlow Certificate,Data Analyst,58082,12,1
902,Candidate_902,"Cloud Computing, Power BI, Data Analysis, Python, Machine Learning",7,B.Sc,AWS Certified,Data Analyst,106816,2,1
903,Candidate_903,"Deep Learning, C++",4,MBA,Google Data Analytics,Data Analyst,118340,3,1
904,Candidate_904,"Java, AWS, Cloud Computing, Deep Learning, SQL",7,MBA,AWS Certified,ML Engineer,40142,9,1
905,Candidate_905,"SQL, Machine Learning",3,B.Sc,None,ML Engineer,100067,10,1
906,Candidate_906,"Java, Data Analysis, AWS",2,MBA,TensorFlow Certificate,Software Engineer,94027,6,1
907,Candidate_907,"Java, C++, Machine Learning, Data Analysis",2,MBA,None,ML Engineer,59956,10,0
908,Candidate_908,"Power BI, Data Analysis",4,B.Sc,Microsoft Azure,Data Analyst,106295,13,1
909,Candidate_909,"SQL, Deep Learning, Java, Power BI, Machine Learning",9,M.Sc,AWS Certified,Cloud Engineer,58270,5,1
910,Candidate_910,"Java, SQL, Cloud Computing, Python",0,M.Sc,Microsoft Azure,Software Engineer,91063,14,1
911,Candidate_911,"Python, Deep Learning, Data Analysis, Power BI, Cloud Computing",7,B.Tech,TensorFlow Certificate,Cloud Engineer,65144,8,1
912,Candidate_912,"C++, Power BI, Deep Learning, Cloud Computing, AWS",1,M.Sc,None,Data Scientist,107360,14,0
913,Candidate_913,"Cloud Computing, AWS, Data Analysis, Java",3,M.Tech,TensorFlow Certificate,Data Analyst,36979,13,1
914,Candidate_914,"Java, AWS, Deep Learning, Cloud Computing",8,B.Sc,TensorFlow Certificate,Software Engineer,108040,8,1
915,Candidate_915,"Java, Machine Learning",9,M.Tech,AWS Certified,Data Analyst,116205,6,1
916,Candidate_916,"Power BI, Cloud Computing",1,M.Tech,None,Software Engineer,64964,9,0
917,Candidate_917,"Machine Learning, AWS, Cloud Computing",3,M.Tech,AWS Certified,Cloud Engineer,35978,11,1
918,Candidate_918,"Cloud Computing, AWS, Java, Machine Learning",7,M.Tech,TensorFlow Certificate,Data Scientist,89765,1,1
919,Candidate_919,"Java, Cloud Computing, Deep Learning",4,B.Sc,None,Data Scientist,99519,14,1
920,Candidate_920,"Deep Learning, Machine Learning, Python, SQL",1,B.Tech,Google Data Analytics,Software Engineer,46905,10,1
921,Candidate_921,"Power BI, Java, Cloud Computing, SQL, Deep Learning",0,MBA,Microsoft Azure,Data Analyst,119489,7,1
922,Candidate_922,"Java, Python, Cloud Computing, AWS, Data Analysis",6,M.Tech,Google Data Analytics,Data Scientist,52168,8,1
923,Candidate_923,"SQL, Cloud Computing",7,M.Tech,AWS Certified,ML Engineer,84093,10,1
924,Candidate_924,"C++, Data Analysis, Deep Learning, Power BI, AWS",9,M.Sc,AWS Certified,Software Engineer,107425,8,1
925,Candidate_925,"Machine Learning, AWS, SQL",5,M.Tech,TensorFlow Certificate,Cloud Engineer,32461,3,1
926,Candidate_926,"Data Analysis, Deep Learning, SQL",3,B.Sc,AWS Certified,Software Engineer,106971,4,1
927,Candidate_927,"Java, C++, AWS, Python, Machine Learning",2,M.Sc,None,Data Scientist,114080,13,1
928,Candidate_928,"C++, Python, SQL, Cloud Computing, Deep Learning",7,MBA,Microsoft Azure,Data Scientist,107794,4,1
929,Candidate_929,"Deep Learning, Java, C++, SQL",9,M.Tech,None,Data Analyst,78758,13,1
930,Candidate_930,"Cloud Computing, Deep Learning, Java",6,B.Tech,AWS Certified,Data Scientist,67643,0,1
931,Candidate_931,"Cloud Computing, AWS, Machine Learning, SQL, C++",8,MBA,Google Data Analytics,ML Engineer,86849,14,1
932,Candidate_932,"Power BI, Deep Learning",4,M.Tech,AWS Certified,Cloud Engineer,45997,12,1
933,Candidate_933,"Python, Deep Learning, C++, Machine Learning, Cloud Computing",7,MBA,None,Data Scientist,53911,13,1
934,Candidate_934,"Deep Learning, Java, Machine Learning, Python",6,B.Tech,None,Data Analyst,44571,6,1
935,Candidate_935,"Python, C++",10,B.Tech,AWS Certified,ML Engineer,88005,5,1
936,Candidate_936,"Deep Learning, Data Analysis, Power BI, C++, Python",10,M.Sc,Microsoft Azure,Data Scientist,73541,8,1
937,Candidate_937,"Data Analysis, C++, Java",1,B.Sc,TensorFlow Certificate,Software Engineer,94028,1,0
938,Candidate_938,"C++, AWS, Deep Learning, Power BI",4,M.Tech,None,ML Engineer,85731,14,1
939,Candidate_939,"Python, Data Analysis, Cloud Computing, Deep Learning",10,MBA,AWS Certified,ML Engineer,74638,1,1
940,Candidate_940,"Machine Learning, Deep Learning",2,MBA,TensorFlow Certificate,Cloud Engineer,50567,6,1
941,Candidate_941,"SQL, Power BI, Deep Learning",5,B.Tech,Microsoft Azure,Cloud Engineer,57044,10,1
942,Candidate_942,"AWS, Data Analysis, Deep Learning, Power BI",0,MBA,Microsoft Azure,Data Analyst,38706,7,1
943,Candidate_943,"Cloud Computing, Data Analysis, Power BI, SQL, C++",5,M.Tech,Google Data Analytics,Data Analyst,111942,2,1
944,Candidate_944,"Power BI, Python, Data Analysis",6,M.Sc,Google Data Analytics,Data Analyst,39496,11,1
945,Candidate_945,"Machine Learning, SQL, Cloud Computing, Power BI, Data Analysis",4,B.Tech,AWS Certified,Data Scientist,118199,14,1
946,Candidate_946,"Power BI, Deep Learning, C++, Machine Learning",9,B.Sc,Google Data Analytics,Software Engineer,95095,9,1
947,Candidate_947,"AWS, Machine Learning, Data Analysis",0,MBA,TensorFlow Certificate,Cloud Engineer,79666,11,1
948,Candidate_948,"Power BI, SQL, Python, AWS",0,M.Tech,AWS Certified,Data Analyst,92946,3,1
949,Candidate_949,"Python, Power BI, SQL",9,M.Tech,AWS Certified,Data Analyst,98056,1,1
950,Candidate_950,"Cloud Computing, C++, Java, Data Analysis",9,B.Tech,Google Data Analytics,Data Analyst,66735,4,1
951,Candidate_951,"AWS, Machine Learning, C++, Python",6,MBA,AWS Certified,Software Engineer,55498,10,1
952,Candidate_952,"SQL, Java",1,B.Sc,TensorFlow Certificate,Data Analyst,97695,8,1
953,Candidate_953,"Java, SQL, Python",8,M.Sc,Google Data Analytics,Data Scientist,114899,3,1
954,Candidate_954,"AWS, Deep Learning, Java, Data Analysis, C++",5,B.Tech,TensorFlow Certificate,Software Engineer,49033,9,1
955,Candidate_955,"SQL, Java, Machine Learning, Deep Learning, C++",9,M.Tech,TensorFlow Certificate,Cloud Engineer,65851,5,1
956,Candidate_956,"C++, Cloud Computing, Java",0,M.Sc,TensorFlow Certificate,Data Scientist,43944,13,1
957,Candidate_957,"Machine Learning, AWS, Power BI",1,B.Tech,AWS Certified,Cloud Engineer,119464,4,0
958,Candidate_958,"Power BI, SQL, Data Analysis",3,M.Sc,Microsoft Azure,Data Scientist,66751,10,1
959,Candidate_959,"Deep Learning, Power BI, Machine Learning, Python, Data Analysis",2,MBA,Microsoft Azure,Data Scientist,35110,14,1
960,Candidate_960,"C++, AWS, Cloud Computing, SQL, Java",5,B.Sc,AWS Certified,Cloud Engineer,53762,7,1
961,Candidate_961,"Python, Deep Learning",4,B.Sc,Microsoft Azure,Data Analyst,39596,9,1
962,Candidate_962,"Python, AWS, Deep Learning",3,B.Sc,TensorFlow Certificate,ML Engineer,48313,3,1
963,Candidate_963,"Machine Learning, AWS",7,M.Tech,Google Data Analytics,Software Engineer,53705,5,1
